AMDAfdInstall Topology Microphone NonOffload - 1 | \\?\ACP#DEVTYPE_0002&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&04#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyMicInNonOffload1
DELL PRO STEREO HEADSET UC150 | \\?\USB#VID_0B0E&PID_A50C&MI_00#7&30f78d06&0&0000#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\GLOBAL
OnePlus Nord Buds 2 | \\?\BTHHFENUM#BthHFPAudio#9&1e607bd6&0&97#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\Wave
AMD HD Audio DP out  mixer #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e6DPOut6Topo
DELL PRO STEREO HEADSET UC150 | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyUsbHsSpeaker-2189465111
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e1DPOut2Wave
AMD HD Audio HDMI out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e5HDMIOut6Topo
ZEB-SOUND BOMB N1 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&414221384CA2_C00000000#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\SRC
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e6DPOut2Wave
AMD HD Audio DP out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e0DPOut6Wave
VICTOR | \\?\HID#ELAN07FB&Col02#4&271bf5ca&1&0001#{4d1e55b2-f16f-11cf-88cb-001111000030}
VICTOR | \\?\ROOT#MEDIA#0000#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\WaveRender-0
AMD HD Audio HDMI out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0HDMIOut6Topo
VICTOR | \\?\DISPLAY#AUOF7AD#5&99b1a92&0&UID512#{a7029aac-77dd-4ddd-959b-054f5574f4fb}\brightness
VICTOR | \\?\BTH#MS_BTHPAN#7&138074e4&0&2#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{314E4698-EAA3-41AE-B72C-BAE888A9C9C9}
AMD HD Audio DP out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e5DPOut6Wave
AMD Virtual EndPoint  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0VirtualEPOut2Topo
OnePlus Nord Buds 2 | \\?\BTHENUM#{00001107-d102-11e1-9b23-00025b00a5a5}_LOCALMFG&005d#8&2c19fa78&1&08128716CBBD_C00000000#{b142fc3e-fa4e-460b-8abc-072b628b3c70}
VICTOR | \\?\ROOT#MEDIA#0000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyCapture-0
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#5#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
AMD HD Audio DP out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e1DPOut4Topo
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e0VirtualEPOut4Wave
AMD HD Audio DP out  mixer #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e6DPOut4Topo
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#00000076A2500000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}
AMDAfdInstall Wave Micorphone NonOffload - 1 | \\?\ACP#DEVTYPE_0002&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&04#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\WaveMicInNonOffload1
DELL PRO STEREO HEADSET UC150 | \\?\HID#VID_0B0E&PID_A50C&MI_03&Col01#8&145243a6&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}
VICTOR - Left | \\?\USB#VID_0BDA&PID_B86A#00e04c000001#{0850302a-b344-4fda-9be9-90576b8d46f0}
AMDAfdInstall Wave Bluetooth HFP Speaker | \\?\ACP#DEVTYPE_0002&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&04#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\WaveBthHfpSpeaker
CMF Buds | \\?\BTHENUM#{aeac4a03-dff5-498f-843a-34487cf133eb}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{b142fc3e-fa4e-460b-8abc-072b628b3c70}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{9ff3b516-cd99-4eaf-8373-f2caf87ed26b}\rtaudioprotection
OnePlus Nord Buds 2 | \\?\BTHENUM#{0000110e-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&08128716CBBD_C00000000#{0000110e-0000-1000-8000-00805f9b34fb}
Realtek HD Audio 2nd output with HAP | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RearLineOutWaveHAP3
CMF Buds Hands-Free | \\?\BTHHFENUM#BthHFPAudio#9&36689250&0&97#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\Wave
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#7#{97fadb10-4e33-40ae-359c-8bef029dbdd0}
Realtek HD Audio Stereo input | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RtStereoMixWave
CMF Buds | \\?\BTHENUM#{00001101-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&157d3582&1&3CB0ED9B0270_C00000000#{b142fc3e-fa4e-460b-8abc-072b628b3c70}
CMF Buds | \\?\BTHENUM#{0000111e-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{0000111e-0000-1000-8000-00805f9b34fb}
OnePlus Nord Buds 2 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&08128716CBBD_C00000000#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\SRC
CMF Buds | \\?\BTHENUM#{0000111e-0000-1000-8000-00805f9b34fb}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{b142fc3e-fa4e-460b-8abc-072b628b3c70}
VICTOR | \\?\ROOT#BasicDisplay#0000#{1ca05180-a699-450a-9a0c-de4fbe3ddd89}
Realtek HD Audio Line input mixer | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\RtLineInTopo
VICTOR | \\?\SWD#MSRRAS#MS_PPPOEMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
VICTOR | \\?\SWD#MSRRAS#MS_SSTPMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{a17579f0-4fec-4936-9364-249460863be5}\IntAzAudPrivateInterface
VICTOR | \\?\HID#ELAN07FB&Col03#4&271bf5ca&1&0002#{4d1e55b2-f16f-11cf-88cb-001111000030}
VICTOR | \\?\ACPI#PNP0C0C#aa#{4afa3d53-74a7-11d0-be5e-00a0c9062857}
VICTOR | \\?\ROOT#MEDIA#0000#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\WaveCapture-0
AMD HD Audio HDMI out  mixer #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e3HDMIOut4Topo
AMD HD Audio DP out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e0DPOut6Wave
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#0000000010500000#{6ead3d82-25ec-46bc-b7fd-c1f0df8f5037}
VICTOR | \\?\BTHENUM#{00001101-0000-1000-8000-00805f9b34fb}_LOCALMFG&0000#8&157d3582&1&000000000000_00000000#{00001101-0000-1000-8000-00805f9b34fb}
VICTOR | \\?\ROOT#MEDIA#0000#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveRender-0
AMD HD Audio HDMI out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e5HDMIOut8Wave
CMF Buds | \\?\BTHENUM#{66666666-6666-6666-6666-666666666666}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{b142fc3e-fa4e-460b-8abc-072b628b3c70}
Noise Buds 1 | \\?\BTHHFENUM#BthHFPAudio#9&2d4f3314&0&97#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\Wave
AMD Wave USB Headset Microphone | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\WaveUsbHsMic
VICTOR | \\?\PCI#VEN_1022&DEV_14EE&SUBSYS_14531022&REV_00#3&11583659&1&11#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
AMD HD Audio DP out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e5DPOut6Wave
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#6#{45bd8344-7ed6-49cf-a440-c276c933b053}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e0HDMIOutTopo
AMD HD Audio HDMI out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0HDMIOut8Wave
ZEB-SOUND BOMB N1 | \\?\BTHENUM#{00001101-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&157d3582&1&414221384CA2_C00000000#{00001101-0000-1000-8000-00805f9b34fb}
AMD HD Audio HDMI out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e3HDMIOut4Wave
OMEN Cam & Voice Wave Input | \\?\ROOT#MEDIA#0000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\WaveCaptureTemplate
Microsoft Trusted Audio Drivers | \\?\ROOT#SYSTEM#0000#{ffbb6e3f-ccfe-4d84-90d9-421418b03a8e}\{EEC12DB6-AD9C-4168-8658-B03DAEF417FE}&{ABD61E00-9350-47e2-A632-4438B90C6641}
VICTOR | \\?\DISPLAY#AUOF7AD#5&99b1a92&0&UID512#{e6f07b5f-ee97-4a90-b076-33f57bf4eaa7}
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0VirtualEPOut4Wave
AMD HD Audio HDMI out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e3HDMIOut4Wave
AMD HD Audio HDMI out #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2HDMIOut2Wave
Smart Tank 660-670 series | \\?\BTHLE#Dev_266a0e892cf6#8&73479d9&1&266a0e892cf6#{781aee18-7733-4ce4-add0-91f41c67b592}
AMD HD Audio DP out #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e1DPOut6Wave
DELL PRO STEREO HEADSET UC150 | \\?\HID#VID_0B0E&PID_A50C&MI_03&Col02#8&145243a6&0&0001#{4d1e55b2-f16f-11cf-88cb-001111000030}
OMEN Cam & Voice Topology Input | \\?\ROOT#MEDIA#0000#{dda54a40-1e4c-11d1-a050-405705c10000}\TopologyCaptureTemplate
AMD HD Audio DP out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e0DPOut4Topo
Smart Tank 660-670 series | \\?\BTHLEDevice#{00001801-0000-1000-8000-00805f9b34fb}_266a0e892cf6#9&e53d06d&0&0006#{00001801-0000-1000-8000-00805f9b34fb}
VICTOR | \\?\SWD#MSRRAS#MS_SSTPMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{47323DC6-DC26-42A2-A6F1-74CA97EC5E94}
AMD HD Audio DP out #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e6DPOut6Wave
Realtek HD Audio Mic input | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RtMicInWave
AMD HD Audio DP out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e5DPOut4Topo
VICTOR | \\?\ROOT#UMBUS#0000#{65a9a6cf-64cd-480b-843e-32c86e1ba19f}
AMD Virtual EndPoint  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0VirtualEPOut6Topo
AMD HD Audio HDMI out  mixer #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2HDMIOut4Topo
ZEB-SOUND BOMB N1 | \\?\BTHENUM#{0000111e-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&414221384CA2_C00000000#{bd41df2d-addd-4fc9-a194-b9881d2a2efa}\service
AMD HD Audio DP out  mixer #1 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e1DPOut8Topo
VICTOR | \\?\STORAGE#Volume#{6bd00561-c34e-11ef-b65d-806e6f6e6963}#000000770DE00000#{7f108a28-9833-4b3b-b780-2c6b5fa5c062}
VICTOR | \\?\USB#ROOT_HUB30#5&7951818&0&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}
AMD HD Audio DP out #4 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e4DPOut4Wave
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e0VirtualEPOut8Wave
AMD HD Audio DP out  mixer #6 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e6DPOut8Topo
VICTOR | \\?\ROOT#VID#0000#{7896e901-fe60-446e-828d-d65920654a23}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\Wave08
AMD HD Audio DP out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0DPOut2Topo
AMD HD Audio DP out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e5DPOut2Topo
VICTOR | \\?\HID#ELAN07FB&Col04#4&271bf5ca&1&0003#{4d1e55b2-f16f-11cf-88cb-001111000030}
AMDAfdInstall Topology Bluetooth HFP Speaker | \\?\ACP#DEVTYPE_0002&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&04#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\TopologyBthHfpSpeaker
CMF Buds | \\?\BTHENUM#{df21fe2c-2515-4fdb-8886-f12c4d67927c}_VID&000102b0_PID&0000#8&2c19fa78&1&3CB0ED9B0270_C00000000#{df21fe2c-2515-4fdb-8886-f12c4d67927c}
VICTOR | \\?\ACPI#ACPI0003#2&daba3ff&1#{f76c6c62-7dea-43cd-8689-d9a4af3d8557}
VICTOR | \\?\PCI#VEN_1022&DEV_15BA&SUBSYS_8DD0103C&REV_00#4&5b043e7&0&0441#{3abf6f2d-71c4-462a-8a92-1e6861e6af27}
VICTOR | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\WaveUsbHsMic-2189465111
VICTOR | \\?\USB#ROOT_HUB30#5&810afa9&0&0#{f18a0e88-c30c-11d0-8815-00a0c906bed8}
VICTOR | \\?\SWD#XvddEnum#XvddRootDevice_Instance#{2accfe60-c130-11d2-b082-00a0c91efb8b}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\RearLineOutWaveHAP
HD Audio HDMI out mixer | \\?\HDAUDIO#FUNC_01&VEN_10DE&DEV_00A0&SUBSYS_103C8DD0&REV_1001#5&1b695cc4&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\eHDMIOutTopo
DELL PRO STEREO HEADSET UC150 | \\?\HID#VID_0B0E&PID_A50C&MI_03&Col03#8&145243a6&0&0002#{4d1e55b2-f16f-11cf-88cb-001111000030}
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\RearLineOutTopoHap2
Realtek HD Audio 2nd output mixer with HAP | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\RearLineOutTopoHAP3
VICTOR | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\RtNotifyWave
AMD HD Audio HDMI out  mixer #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e3HDMIOut8Topo
VICTOR | \\?\SWD#MSRRAS#MS_NDISWANIP#{cac88484-7515-4c03-82e6-71a87abac361}
AMD HD Audio HDMI out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e5HDMIOut2Topo
OnePlus Nord Buds 2 | \\?\BTHENUM#{0000110b-0000-1000-8000-00805f9b34fb}_LOCALMFG&005d#8&2c19fa78&1&08128716CBBD_C00000000#{f3b1362f-c9f4-4dd1-9d55-e02038a129fb}\A2DP_SIDEBAND_INTERFACE
AMD HD Audio HDMI out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e3HDMIOut8Wave
VICTOR | \\?\RTK_BT#{5DBB7054-7951-4B40-B907-52F1E482C57F}&C&0BDAB86A#7&138074e4&0&01#{ba02fa1b-0fd0-4a0f-a748-4fae2e2d2f67}\BluetoothLEAudioSupport
AMD HD Audio HDMI out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e0HDMIOut2Topo
AMD HD Audio DP out #4 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e4DPOut4Wave
AMD Virtual EndPoint #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e0VirtualEPOut8Wave
AMD HD Audio HDMI out #3 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e3HDMIOut8Wave
VICTOR | \\?\SWD#MSRRAS#MS_PPPOEMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}\{BDE6C726-5451-4DC0-99EA-52AE4B2FAE07}
AMD HD Audio HDMI out #2 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\e2HDMIOut6Wave
VICTOR | \\?\ACPI#AuthenticAMD_-_AMD64_Family_25_Model_117_-_AMD_Ryzen_5_8645HS_w#_Radeon_760M_Graphics#2#{dbe4373d-3c81-40cb-ace4-e0e5d05f0c9f}
AMD HD Audio HDMI out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e5HDMIOut2Wave
CMF Buds | \\?\BTHENUM#Dev_3CB0ED9B0270#8&2c19fa78&1&BluetoothDevice_3CB0ED9B0270#{00f40965-e89d-4487-9890-87c3abb211f4}
Realtek HD Audio 2nd output with HAP | \\?\HDAUDIO#FUNC_01&VEN_10EC&DEV_0245&SUBSYS_103C8DD0&REV_1000#5&23fce785&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\RearLineOutWaveHAP3
AMD HD Audio DP out  mixer #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e0DPOut8Topo
Noise Buds 1 | \\?\BTHENUM#{99999999-9999-9999-9999-999999999999}_VID&000102b0_PID&0000#8&2c19fa78&1&081287D83B62_C00000000#{99999999-9999-9999-9999-999999999999}
AMD HD Audio HDMI out #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\e5HDMIOut2Wave
VICTOR | \\?\ROOT#SPACEPORT#0000#{53f5630e-b6bf-11d0-94f2-00a0c91efb8b}
VICTOR | \\?\ACPI#HPIC0004#3&11583659&1#{fbd28b66-2802-4476-8237-f8ece47f9b61}
VICTOR | \\?\ACP#DEVTYPE_0007&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_103C8DD0&REV_63#5&2ba4f5e4&0&07#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\WaveUsbHsSpeaker-2189465111
AMD HD Audio DP out  mixer #5 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{dda54a40-1e4c-11d1-a050-405705c10000}\e5DPOut8Topo
AMD HD Audio HDMI out #0 | \\?\HDAUDIO#FUNC_01&VEN_1002&DEV_AA01&SUBSYS_00AA0100&REV_1008#5&2c9de15f&0&0001#{eb115ffc-10c8-4964-831d-6dcb02e6f23f}\e0HDMIOut2Wave
